BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS1590,7156,Cherry Brook Rd After Riley Rd (7156),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2057,6416,Cherry Brook Rd At Civic 126 (6416),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1591,7157,Cherry Brook Rd At Civic 292 (7157),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2058,6417,Cherry Brook Rd Before Bundy Ln (6417),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2063,6422,Circassion Dr After Poplar Dr (6422),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2066,6425,Circassion Dr Before Ellerslie Cr (6425),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2064,6423,Circassion Dr Before Glenalva Ct (6423),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2065,6424,Circassion Dr Before Savona Ct (6424),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1924,8506,Clarence St After Cain St (8506),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1925,8507,Clarence St Before Johnson Rd (8507),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS268,6128,Colby Dr Before Avondale Rd (6128),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS125,8938,Cole Harbour Rd At Old Lawrencetown Rd (8938),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1611,8760,Cole Harbour Rd Before Ross Rd (8760),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2371,6485,Colonna Pl After Appian Way (6485),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS183,6484,Colonna Pl Before Montebello Dr (6484),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1670,8677,Cow Bay Rd After Ridding Rd (8677),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1667,8675,Cow Bay Rd Before Aubrey Terr (8675),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1666,8674,Cow Bay Rd Before Caldwell Rd (8674),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1671,8678,Cow Bay Rd Before Hornes Rd (8678),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1668,8676,Cow Bay Rd Opposite Garrison Dr (8676),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2485,6519,Cranberry Cr After Orquel Cr (6519),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1948,6521,Cranberry Cr After Valkyrie Cr (6521),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1950,6523,Cranberry Cr Opposite Meridian Ct (6523),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1176,6630,Ellenvale Ave After Anderson St (6630),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1785,6635,Ellenvale Ave Before Alberta St (6635),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1783,6633,Ellenvale Ave Before Clifford Dr (6633),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1786,6636,Ellenvale Ave Before Spring Ave (6636),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1789,6640,Everette St After Pleasant St (6640),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2432,7200,Forest Hills Pky after Circassion Dr (7200),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS209,6720,Franklyn St After Everette St (6720),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS210,6721,Franklyn St Before Irving St (6721),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS307,6792,Gregory Dr After Flying Cloud Dr (6792),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS309,6794,Gregory Dr Before Wildwood Blvd (6794),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1665,8673,Heritage Hills Dr Before Cow Bay Rd (8673),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1664,8672,Heritage Hills Dr Before Serop Cr (8672),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS926,6932,Hillsboro Dr After Auburn Dr (6932),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS931,6937,Hillsboro Dr After Karen Dr (6937),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS928,6934,Hillsboro Dr After Main St (6934),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS927,6933,Hillsboro Dr Before Auburn Dr (6933),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1559,7147,Hornes Rd After Cow Bay Rd (7147),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1770,8662,Hornes Rd After Scott Dr (8662),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1769,8661,Hornes Rd At Civic 41 (8661),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1768,8660,Hornes Rd At Civic 65 (8660),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS834,6974,Inverary Dr Before Strath Ln (6974),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS835,6975,Irving St Before Pleasant St (6975),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2505,6995,John Stewart Dr After Gammon Cr (6995),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2361,6994,John Stewart Dr After Halo Ln (6994),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2357,6990,John Stewart Dr After Inglewood Cr (6990),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2507,6997,John Stewart Dr At Civic 153 (6997),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2360,6993,John Stewart Dr Before Tamara Dr (6993),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1999,7001,Johnson Rd After Clarence St (7001),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2001,7003,Johnson Rd At Civic 60 (7003),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2000,7002,Johnson Rd At Civic 80 (7002),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1972,7000,Johnson Rd Before North Preston Rd (7000),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS983,7012,Karen Dr After Hillsboro Dr (7012),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1945,7057,Kincardine Dr After Greenoch Dr (7057),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS478,7099,Lake Loon Rd After Montague Rd (7099),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS480,7101,Lake Loon Rd After Sparks Rd (7101),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS476,7098,Lake Loon Rd At Civic 151 (7098),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS479,7100,Lake Loon Rd Before Maclaughlin Rd (7100),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS482,7103,Lake Major Rd After Chamberlain Dr (7103),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS484,7106,Lake Major Rd After Main St (7106),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS487,7109,Lake Major Rd After Old German Rd (7109),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS488,7110,Lake Major Rd After Old German Rd (7110),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS998,7115,Lake Major Rd After Reddy Dr (7115),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS486,7108,Lake Major Rd At Civic 137 (7108),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS483,7104,Lake Major Rd At Civic 148 (7104),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS817,7112,Lake Major Rd Before Crane Hill Rd (7112),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2654,7105,Lake Major Rd Before Old German Rd (7105),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1225,7114,Lake Major Rd Before Old German Rd (7114),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS816,7111,Lake Major Rd Before Reddy Dr (7111),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1025,7146,Lexington Ave At Walnut Hall (7146),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1560,7148,Lucien Dr After Whynette Pl (7148),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2017,6082,Madeline Pl After Avenue du Portage (6082),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1887,8001,Main Rd After Corsair Dr (8001),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS1888,8002,Main Rd After Labrador Ave (8002),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2294,7483,Main Rd After Monster Ln (7483),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2304,7494,Main Rd After Morris Ave (7494),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1885,7500,Main Rd At Civic 1350 (7500),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2297,7486,Main Rd Before Bonaventure St (7486),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2300,7490,Main Rd Before Hines Rd (7490),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2301,7491,Main Rd Before Howard Ave (7491),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1185,8015,Main Rd Opposite Civic 1341 (8015),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2510,7471,Main Rd Opposite Harvard Dr (7471),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2434,7202,Merrimac Dr Before Silistria Dr (7202),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS582,7266,Mt Edward Rd After Lucien Dr (7266),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2125,7269,Mt Edward Rd After Stuart Harris Dr (7269),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS410,7262,Mt Edward Rd Before Gerald St (7262),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS485,7107,North Preston Rd After Beals Cr (7107),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1001,7118,North Preston Rd After Ernie Ln (7118),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS999,7116,North Preston Rd After Smith Ln (7116),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS818,7113,North Preston Rd Before Beals Cr (7113),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1000,7117,North Preston Rd Before Johnson Rd (7117),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS854,7399,Otago Dr After Poplar Dr (7399),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1493,6061,Pearl Dr Before Amethyst Cr (6061),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS577,7439,Pearl Dr Before Opal Ct (7439),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2420,7460,Plaza Dr Opposite Eljay Dr (7460),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2429,7469,Pleasant St After Civic 600 (7469),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS598,8026,Poplar Dr At Civic 113 (8026),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2693,8064,Portland Estates Blvd West Before Civic 64 (8064),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1320,8831,Portland Hills Dr After Bellbrook Cr (8831),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1319,8830,Portland Hills Dr After Surrey Way (8830),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1323,8834,Portland Hills Dr At Civic 8 (8834),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1322,8833,Portland Hills Dr Before Civic 146 (8833),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1321,8832,Portland Hills Dr Before Waterside Terr (8832),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS953,8160,Raymoor Dr After Strath Ln (8160),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS954,8161,Raymoor Dr At Civic 22 (8161),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS955,8162,Raymoor Dr Before Main St (8162),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS124,8937,Ross Rd After Greenvale Cr (8937),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS119,8932,Ross Rd After Hwy 7 (8932),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS120,8933,Ross Rd After Salmon River Dr (8933),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1615,8764,Ross Rd At Civic 156 (8764),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS121,8934,Ross Rd At Civic 163 (8934),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS123,8936,Ross Rd Before Brookside Ave (8936),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS122,8935,Ross Rd Before Glendale Dr (8935),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1612,8761,Ross Rd Before Greenvale Cr (8761),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1617,8766,Ross Rd Before Hwy 7 (8766),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1616,8765,Ross Rd Before Salmon River Dr (8765),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS664,8255,Russell Lake Dr At Civic 2 (8255),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS667,8258,Russell Lake Dr At Civic 50 (8258),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS665,8256,Russell Lake Dr Before Eisener Dr (8256),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1112,8267,Sherwood St Before Carlisle Dr (8267),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1113,8268,Sherwood St Opposite Woodbury Dr (8268),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1088,8273,Shore Rd Before Romkey Dr (8273),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS150,8278,Shrewsbury Rd After Huntingdon Dr (8278),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS151,8279,Shrewsbury Rd Before Sherwood St (8279),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS152,8280,Simmonds Rd After North Preston Rd (8280),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS153,8281,Simmonds Rd Before North Preston Rd (8281),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS259,8320,Spikenard St After Farquharson St (8320),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1531,8323,Spikenard St Before Louisburg Ln (8323),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1512,8326,Spring Ave After Dorothea Dr (8326),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1129,8339,Spring Ave Before Ellenvale Ave (8339),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1533,8325,Spring Ave Before Pembroke Ct (8325),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS881,8380,Taranaki Dr After Forest Hill Pky (8380),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS706,8376,Taranaki Dr After Greely Ct (8376),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS705,8375,Taranaki Dr After Karen Dr (8375),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS880,8379,Taranaki Dr At Civic 194 (8379),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS879,8378,Taranaki Dr Before Forest Hills Pky (8378),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS878,8377,Taranaki Dr Before Greely Ct (8377),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS882,8381,Taranaki Dr Opposite Karen Dr (8381),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1030,8438,Waverley Rd After Civic 922 (8438),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1031,8439,Waverley Rd After Civic 929 (8439),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2114,8473,Waverley Rd After Craigburn Dr (8473),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2107,8466,Waverley Rd After Creelman Dr (8466),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2217,8458,Waverley Rd After Lake Charles Dr (8458),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2203,8444,Waverley Rd After Lakewood Ct (8444),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2221,8462,Waverley Rd After Mountbatten Ave (8462),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2108,8467,Waverley Rd After Spider Lake Rd (8467),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1144,8437,Waverley Rd At Civic 739 (8437),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2202,8443,Waverley Rd At Civic 867 (8443),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2223,8464,Waverley Rd At Lake Charles Dr (8464),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2218,8459,Waverley Rd At Turning Loop (8459),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2222,8463,Waverley Rd Before Applewood Ln (8463),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2205,8446,Waverley Rd Before Breeze Dr (8446),STR HRM PB Area 1,,PRI2,OCNCONT,SHELTER - STAND ALONE
BS2220,8461,Waverley Rd Before Civic 1053 (8461),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2213,8454,Waverley Rd Before Civic 409 (8454),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2208,8449,Waverley Rd Before Spider Lake Rd (8449),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2111,8470,Waverley Rd Opposite Civic 1053 (8470),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2110,8469,Waverley Rd Opposite Civic 867 (8469),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2212,8453,Waverley Rd Opposite Hemlock St (8453),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2123,8483,Weyburn Rd After Main St (8483),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2124,8484,Weyburn Rd Before Athabaskan Ln (8484),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS2122,8482,Weyburn Rd Before Spikenard St (8482),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1462,8485,Wildwood Blvd After Roslyn Dr (8485),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1464,8487,Wildwood Blvd Before Gregory Dr (8487),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1158,8575,Windward Ave After Lea St (8575),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS1159,8576,Windward Ave Before Lucien Dr (8576),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
BS289,8599,Woodlawn Rd After Shawinigan Rd (8599),STR HRM PB Area 1,,PRI2,OCNCONT,STAND ALONE
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS1316,8815,Alton Dr After Kelly St (8815),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS1306,8801,Alton Dr Before Kelly St (8801),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS1830,6317,Brentwood Ave After Rosewood Ave (6317),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS1829,6316,Brentwood Ave Before Eisener St (6316),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2094,6375,Chain Lake Dr After Lakelands Blvd (6375),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2098,6379,Chain Lake Dr Before Lakelands Blvd (6379),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2766,2013,Charles Rd At Charles Rd Park (2013),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2763,2010,Charles Rd At Civic 119 (2010),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2764,2011,Charles Rd At Civic 193 (2011),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2309,9039,Charles Rd Before Birchdale Ave (9039),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2765,2012,Charles Rd Before Dixon Ct (2012),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2283,6517,Cowie Hill Rd Before Limerick Rd (6517),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2336,6514,Cowie Hill Rd Before Margate Dr (6514),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2168,6577,Downs Ave After Winter St (6577),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2253,6578,Downs Ave Before Milsom St (6578),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS1304,8816,Edgehill Rd After Quarry Rd (8816),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS622,6628,Eisener St After Wedgewood Ave (6628),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS1973,6624,Eisener St Opposite Wedgewood Ave (6624),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS1583,6798,Greystone Dr After Cobalt Walk (6798),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS2240,6843,Hebridean Dr Before Brackett Ct (6843),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2474,6880,Herring Cove Rd After Arbutus Ave (6880),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS718,6895,Herring Cove Rd After Arbutus Ave (6895),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2472,6878,Herring Cove Rd After Barclay Ave (6878),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS907,6913,Herring Cove Rd After Barry Cr (6913),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS709,6886,Herring Cove Rd After Birch Tree Ln (6886),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2248,6800,Herring Cove Rd After Bronson Ave (6800),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2251,6854,Herring Cove Rd After Civic 600 (6854),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2476,6882,Herring Cove Rd After Civic 862 (6882),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2453,6859,Herring Cove Rd After Fotherby Ave (6859),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS2455,6861,Herring Cove Rd After Green Acres Rd (6861),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS2456,6862,Herring Cove Rd After Green Acres Rd (6862),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS712,6889,Herring Cove Rd After Hebridean Dr (6889),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2464,6870,Herring Cove Rd After McMullen Rd (6870),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS710,6887,Herring Cove Rd After Norawarren Dr (6887),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2459,6865,Herring Cove Rd After Sarah Dr (6865),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS711,6888,Herring Cove Rd After Tanglewood Ln (6888),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2462,6868,Herring Cove Rd After Withrod Dr (6868),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS619,6911,Herring Cove Rd After Woodcrest Ave (6911),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2477,6883,Herring Cove Rd At Civic 865 (6883),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS707,6884,Herring Cove Rd At Civic 872 (6884),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS717,6894,Herring Cove Rd Before Barclay Ave (6894),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS908,6914,Herring Cove Rd Before Barry Cr (6914),STR HRM PB Area 4,,PRI2,DEXTCONT,<Null>
BS708,6885,Herring Cove Rd Before Birch Tree Ln (6885),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2473,6879,Herring Cove Rd Before Esso Rd (6879),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS719,6896,Herring Cove Rd Before Glen Baker Dr (6896),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2243,6846,Herring Cove Rd Before Green Acres Rd (6846),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS714,6891,Herring Cove Rd Before Highfield St (6891),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS608,6900,Herring Cove Rd Before Melwood Ave (6900),STR HRM PB Area 4,,PRI2,DEXTCONT,SHELTER - STAND ALONE
BS610,6902,Herring Cove Rd Before Oceanbreeze Ave (6902),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2252,6855,Herring Cove Rd Before Princeton Ave (6855),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS611,6903,Herring Cove Rd Before Purcells Cove Rd (6903),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS616,6908,Herring Cove Rd Opposite Bronson Ave (6908),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2475,6881,Herring Cove Rd Opposite Dale Ave (6881),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS2244,6847,Herring Cove Rd Opposite Fotherby Ave (6847),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
BS906,6912,Herring Cove Rd Opposite Glen Baker Dr (6912),STR HRM PB Area 4,,PRI2,DEXTCONT,STAND ALONE
